"ID","PopularFoodDislike","DressColor","Floaters","Animal","ChocolateOrVanilla","RightLeftHanded","RotaryPhone","Activities","ThermostatTemperature","NumberFrom1to100","MovieStar","CanRollTongue","CellPhoneType","TasteDislike","FavoriteNumberFrom1to5","FollowSport","FavoriteTeam","TriedFood","GrossedOutByFoodAnswer","ThrowingOutSocks","OddEvenSection","SectionDay"
9237,"Eggplant","Blue and black","No","Bear","Chocolate","Right-handed","Yes, I believe so","Solve a Rubik's cube","Warmer",69,"Marilyn Monroe ","Yes","iPhone","Tomatoes",4,"American Football, Basketball","Golden State Warriors ","Snails","Yes, one or two","No, but I'm totally doing that now","Odd","Tuesday"
40,"Pizza","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","Not 100% sure","Solve a Rubik's cube, Ice skate, Ski","Cooler",45,"Chris Pratt","No","iPhone","Carbonated drinks, Cilantro, Coffee",4,"Soccer","Arsenal","Aligator","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday"
7596,"everything bagels","White and gold","Yes, occasionally","cat","Chocolate","Right-handed","Yes, I believe so","","Warmer",55,"Florence Pugh","No","iPhone","",3,"","","","Yes, most of them","No, but I'm totally doing that now","Even","Thursday"
6689,"Burgers","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","Not 100% sure","Solve a Rubik's cube, Ice skate","Cooler",33,"Tom Holland","Yes","iPhone","",3,"Soccer","Barcelona","Durian","Yes, one or two","No, but I'm totally doing that now","Odd","Thursday"
240,"Mushrooms","Blue and black","I'm not sure what things you mean","Lion","Vanilla","Ambidextrous","Not 100% sure","Ice skate, Ski","Cooler",77,"Tom Cruise","No","iPhone","Tomatoes",3,"American Football, Basketball, Baseball","Knicks","","No","No","Odd","Thursday"
3153,"edamame","A color combination not listed here","I'm not sure what things you mean","mungmung","Chocolate","Right-handed","Not 100% sure","Ice skate, Ski","Warmer",51,"Ryan Reynolds","Yes","iPhone","",4,"Baseball","SKT T1","Natto, Durian","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday"
9958,"fish","Blue and black","Yes, occasionally","frog","Chocolate","Right-handed","Not 100% sure","","Cooler",42,"leonardo Dicaprio","Yes","iPhone","Cilantro",4,"American Football, Soccer, Basketball, Baseball","yankees`","","Yes, most of them","No","Even","Tuesday"
8595,"Mac & Cheese","Blue and black","Yes, constantly","Alligator","Chocolate","Right-handed","Yes, and I have","Juggle","Warmer",6,"Andrew Garfield","What?","iPhone","Tomatoes",5,"Soccer, Basketball","Manchester United","","Yes, most of them","Yes","Odd","Thursday"
5304,"Ice Cream","Blue and black","I'm not sure what things you mean","Elephant","Chocolate","Right-handed","Yes, I believe so","Dunk a basketball","Cooler",53,"Lauren Ridloff","No","iPhone","Chocolate Ice-cream, Tomatoes",3,"","","","Yes, most of them","No","Even","Thursday"
7849,"durian","Blue and black","No","dog","Vanilla","Right-handed","Yes, and I have","Ice skate, Ski, Unicycle","Cooler",18,"Zac Efron","Yes","iPhone","Yogurt",2,"Basketball","","Snails, Frog legs, Natto, Durian, Thousand-year-old eggs","Yes, one or two","Yes","Odd","Thursday"
4338,"Coleslaw","White and gold","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Ride a horse, Ice skate, Walk on stilts","Warmer",27,"Tom Hardy","Yes","iPhone","Tomatoes",2,"American Football","Giants","Natto","Yes, one or two","No, but I'm totally doing that now","Odd","Thursday"
1908,"Reese's Cups","White and gold","Yes, occasionally","dolphins","Chocolate","Right-handed","Not 100% sure","Dunk a basketball, Ice skate","Warmer",70,"Saoirse Ronan","Yes","iPhone","Chocolate Ice-cream, Cilantro",4,"","","Durian","Yes, most of them","No","Even","Tuesday"
7764,"taco","I don't remember","Yes, constantly","Dog","Vanilla","Ambidextrous","Not 100% sure","Ride a horse, Ice skate, Ski","Warmer",6,"Jake Gyllenhaal","Yes","iPhone","Cilantro",5,"Soccer","Real Madrid","Snails, Frog legs, Durian, Thousand-year-old eggs","No","No","Even","Thursday"
7479,"Fries","Blue and black","Yes, occasionally","Dog","Chocolate","Right-handed","Not 100% sure","Drive a stick shift","Warmer",10,"Kiera Knightley","Yes","iPhone","Tomatoes",2,"Cricket","","","Yes, most of them","No",NA,NA
9991,"pancakes","Blue and black","No","dog","Vanilla","Right-handed","Yes, I believe so","","Warmer",21,"Robert Downey Jr.","Yes","iPhone","",4,"","","","No","No","Odd","Tuesday"
5234,"Lasagne","White and gold","Yes, occasionally","Dog","Vanilla","Right-handed","Yes, I believe so","","Warmer",2,"Hugh Jackman","No","iPhone","",2,"Basketball, Baseball","Brooklyn Nets","Durian","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
1839,"Watermelon","White and gold","No","ocelot","Vanilla","Right-handed","Not 100% sure","Juggle","Warmer",90,"Miley Cyrus","Yes","Android","",5,"","","","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
2729,"Chocolate","Blue and black","Yes, constantly","Bird","Vanilla","Right-handed","A what?","Dunk a basketball, Ride a horse","Cooler",75,"Tom Hanks ","No","iPhone","Coffee",5,"Soccer, Basketball","NFL Packers ","Thousand-year-old eggs","Yes, most of them","No","Even","Thursday"
2938,"Burritos","I don't remember","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","","Cooler",65,"Robert Downey Jr.","What?","Android","Cilantro, Tomatoes",4,"","","Durian","Yes, one or two","No","Even","Thursday"
2463,"Pizza","Blue and black","I'm not sure what things you mean","Tiger","Chocolate","Right-handed","Not 100% sure","Walk on stilts","Cooler",27,"Leonardo DiCaprio","What?","iPhone","Carbonated drinks, Coffee",4,"Soccer, Basketball","FC Barcelona","","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
6639,"Boba","White and gold","Yes, occasionally","Lion","Chocolate","Right-handed","Yes, I believe so","Ride a horse, Ice skate","Cooler",69,"Leonardo Dicaprio","Yes","iPhone","",3,"American Football, Basketball","GS Warriors","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday"
5095,"Olives","White and gold","Yes, occasionally","TIger","Vanilla","Right-handed","Yes, I believe so","Ride a horse, Ice skate","Warmer",7,"Scarlett Johansson","Yes","iPhone","Coffee",2,"Cricket","","Frog legs","No","No, but I'm totally doing that now","Even","Tuesday"
3722,"seafood","White and gold","Yes, occasionally","zebra ","Chocolate","Right-handed","Yes, I believe so","Drive a stick shift, Solve a Rubik's cube, Ice skate","Warmer",26,"Matt Damon","Yes","iPhone","Tomatoes",4,"Soccer","Arsenal ","Frog legs, Thousand-year-old eggs","Yes, one or two","No","Odd","Thursday"
9597,"Hot Dogs","Blue and black","I'm not sure what things you mean","Dog","Vanilla","Right-handed","Not 100% sure","Solve a Rubik's cube, Ice skate","Warmer",5,"Brad Pitt","No","Android","",4,"Soccer","","","Yes, one or two","No","Even","Thursday"
750,"beef","Blue and black","Yes, occasionally","Bear","Chocolate","Right-handed","Yes, and I have","Solve a Rubik's cube","Warmer",42,"Tom Cruise","Yes","iPhone","Tomatoes",5,"","","","Yes, one or two","No","Odd","Thursday"
8964,"Kale","Blue and black","Yes, occasionally","Giraffe","Chocolate","Right-handed","Yes, I believe so","Dunk a basketball, Drive a stick shift, Unicycle","Cooler",23,"Leonardo Di caprio","Yes","Android","Cilantro",2,"Soccer, Cricket","Man City","","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
6510,"Hamburgers","Blue and black","Yes, occasionally","Dolphin","Vanilla","Right-handed","Yes, I believe so","Ice skate","Warmer",77,"Morgan Freeman","No","iPhone","",3,"","","Snails, Durian","Yes, one or two","No","Even","Tuesday"
4046,"Hot Dogs","Blue and black","I'm not sure what things you mean","Lion","Vanilla","Right-handed","Not 100% sure","Dunk a basketball","Warmer",80,"Robert Downey Jr.","Yes","iPhone","Chocolate Ice-cream, Coffee, Tomatoes",5,"American Football, Basketball","New York Giants","Snails","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday"
1957,"Chicken","Blue and black","Yes, constantly","Crow","Chocolate","Right-handed","Yes, I believe so","Ride a horse, Drive a stick shift, Ice skate, Ski, Walk on stilts","Warmer",72,"Chris Pratt","Yes","Android","Tomatoes, Yogurt",2,"","","","No","No","Even","Tuesday"
9167,"Nothing I like everything ","Blue and black","Yes, occasionally","Dog","Vanilla","Right-handed","Not 100% sure","Ride a horse, Solve a Rubik's cube, Ski","Cooler",16,"Angelina jolie","Yes","iPhone","",3,"","","Aligator","No","No","Even","Thursday"
2233,"Olives","I don't remember","I'm not sure what things you mean","Duck","Vanilla","Right-handed","Yes, I believe so","Dunk a basketball, Drive a stick shift, Solve a Rubik's cube","Cooler",69,"Sam Rockwell","Yes","Android","Eggs, Tomatoes, Yogurt",5,"Basketball","Brooklyn Nets","","Yes, one or two","No","Even","Thursday"
3694,"Pickles","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","Not 100% sure","Ice skate","Cooler",21,"Brad Pitt","Yes","iPhone","Eggs",3,"Cricket","","","","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday"
1501,"Sushi","What dress?","Yes, occasionally","Dog","Vanilla","Left-handed","Yes, I believe so","Ice skate","Warmer",25,"Charlie Day","Yes","iPhone","Tomatoes",1,"Basketball","Miami Heat","","Yes, most of them","No","Even","Tuesday"
4530,"Yogurt","Blue and black","Yes, occasionally","Elephant","Vanilla","Ambidextrous","Not 100% sure","","Cooler",29,"Leonardo Dicaprio","Yes","iPhone","",4,"American Football","Giants","Snails, Frog legs","Yes, one or two","No","Even","Thursday"
9163,"BBQ Chicken","Blue and black","Yes, occasionally","Giraffe","Chocolate","Right-handed","Not 100% sure","Dunk a basketball, Juggle","Cooler",69,"Dwayne Johnson","Yes","iPhone","Tomatoes",4,"Basketball","New York Knicks","Durian","Yes, most of them","No","Even","Thursday"
4682,"coleslaw","A color combination not listed here","No","Giraffe","Vanilla","Right-handed","Yes, I believe so","Solve a Rubik's cube, Ski","Cooler",67,"Henry Cavill","Yes","iPhone","Carbonated drinks",1,"","","Snails, Durian","No","No, but I'm totally doing that now","Even","Tuesday"
7998,"tofu","I don't remember","I'm not sure what things you mean","dog","Chocolate","Right-handed","Not 100% sure","","Warmer",77,"Brad Pitt","Yes","Android","Tomatoes",3,"Basketball, Baseball","Mets","Aligator","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
1107,"Olives","White and gold","Yes, occasionally","Dog","Chocolate","Right-handed","Not 100% sure","Ice skate, Ski","Cooler",3,"Daniel Radcliffe","Yes","Android","",3,"","","Thousand-year-old eggs","Yes, one or two","No","Odd","Thursday"
7161,"tacos","Blue and black","Yes, constantly","snake","Chocolate","Right-handed","Yes, and I have","Drive a stick shift","Cooler",69,"saul goodman","No","iPhone","Eggs, Yogurt",3,"Soccer","manchester city","","Yes, one or two","No, but I'm totally doing that now","Even","Thursday"
9811,"egg plants","Blue and black","Yes, occasionally","turtle","Chocolate","Ambidextrous","Not 100% sure","Ride a horse, Ice skate, Ski, Walk on stilts","Warmer",17,"Jim Carrey","Yes","iPhone","Cilantro",4,"Basketball","Trailblazers","Frog legs, Aligator, Thousand-year-old eggs","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
4279,"Ice Cream","Blue and black","Yes, constantly","Tiger","Vanilla","Right-handed","Yes, I believe so","Ice skate","Cooler",21,"Jake Gyllenhaal ","Yes","iPhone","Cilantro, Tomatoes",4,"American Football, Basketball","Miami Heat","Snails, Natto","Yes, most of them","No, but I'm totally doing that now","Even","Tuesday"
230,"Oysters","Blue and black","Yes, occasionally","Cat","Vanilla","Right-handed","Yes, I believe so","Dunk a basketball, Ski","Cooler",7.27,"Lebron James","Yes","Android","Tomatoes",3,"American Football, Basketball","","Snails, Frog legs, Durian, Thousand-year-old eggs","No","No","Even","Thursday"
5222,"green pepper","White and gold","I'm not sure what things you mean","cat","Vanilla","Right-handed","Not 100% sure","Drive a stick shift","Warmer",26,"","No","iPhone","Coffee",5,"","","Natto, Durian","No","No","Even","Thursday"
2728,"Tomato","I don't remember","Yes, occasionally","Pig","Vanilla","Right-handed","Not 100% sure","Ski","Cooler",83,"Brad Pitt","Yes","iPhone","Tomatoes",4,"","","Snails, Frog legs, Durian, Thousand-year-old eggs","Yes, one or two","No","Even","Tuesday"
1861,"Pizza","White and gold","Yes, occasionally","Elephant","Vanilla","Right-handed","Yes, I believe so","","Warmer",54,"Megan Fox","Yes","iPhone","Eggs",4,"American Football, Soccer","","Frog legs, Aligator","Yes, one or two","No","Even","Tuesday"
4042,"Eggplant","I don't remember","Yes, occasionally","Gorilla","Chocolate","Right-handed","Not 100% sure","Juggle","Cooler",42,"Will Ferrel","Yes","iPhone","Tomatoes",3,"American Football, Baseball","New York Giants","Snails, Frog legs","No","No","Odd","Thursday"
2730,"Guac","White and gold","I'm not sure what things you mean","Panda","Vanilla","Right-handed","Not 100% sure","Drive a stick shift","Warmer",87,"Brad Pitt","Yes","iPhone","Cilantro",3,"American Football, Basketball, Cricket","","Durian","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday"
5802,"Gravy","I don't remember","Yes, constantly","Cat","Vanilla","Right-handed","Not 100% sure","Ice skate, Ski","Cooler",92,"Hugh Jackman","Yes","iPhone","Tomatoes",3,"","","","Yes, one or two","No","Odd","Thursday"
3697,"Pears","Blue and black","I'm not sure what things you mean","Wolf","Vanilla","Right-handed","Yes, I believe so","Dunk a basketball, Drive a stick shift","Cooler",7,"Ryan Reynolds","Yes","iPhone","",4,"","","","Yes, most of them","No","Odd","Tuesday"
6849,"Mayonnaise","Blue and black","Yes, occasionally","Panda","Chocolate","Right-handed","Yes, I believe so","","Cooler",48,"Tom Hanks","No","Android","",2,"American Football, Basketball, Baseball","Boston Red Sox","Frog legs, Natto, Durian, Thousand-year-old eggs","No","No","Even","Tuesday"
5114,"bread","White and gold","Yes, constantly","dog","Chocolate","Left-handed","Yes, and I have","Dunk a basketball","Cooler",1,"The Rock","Yes","iPhone","Eggs",1,"American Football","","Snails","Yes, most of them","Yes","Odd","Thursday"
2391,"Hamburger","White and gold","Yes, occasionally","Zebra","Chocolate","Right-handed","Yes, and I have","Ice skate, Ski","Cooler",74,"howie mandel","No","Android","",3,"","","Aligator","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday"
4993,"blue cheese","White and gold","Yes, occasionally","Hippo","Chocolate","Right-handed","A what?","Ice skate, Ski","Warmer",42,"Zendaya","Yes","iPhone","Tomatoes",3,"American Football","","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday"
5357,"Ketchup","Blue and black","I'm not sure what things you mean","Elephant","Chocolate","Left-handed","A what?","Solve a Rubik's cube","Warmer",54,"Megan Fox","Yes","iPhone","Tomatoes",5,"American Football, Basketball","Oklahoma City Thunder","","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday"
5794,"213001338","White and gold","Yes, occasionally","Grass","Vanilla","Right-handed","Yes, I believe so","","Warmer",1,"No","Yes","iPhone","",1,"American Football, Basketball","basketball","","No","No","Even","Tuesday"
7674,"Pizza","Blue and black","Yes, constantly","lion","Vanilla","Right-handed","Yes, I believe so","","Cooler",21,"Leonardo DiCaprio ","What?","iPhone","",3,"","","","Yes, most of them","No","Even","Tuesday"
7788,"Meatloaf","","Yes, constantly","Elephant","Chocolate","Right-handed","Yes, and I have","Dunk a basketball, Ride a horse, Ice skate, Walk on stilts","Warmer",7,"Timothy Chalamet","Yes","iPhone","Cilantro, Tomatoes, Yogurt",2,"","","","","No, but I'm totally doing that now","Odd","Tuesday"
347,"chicken","White and gold","I'm not sure what things you mean","elephant","Vanilla","Right-handed","Not 100% sure","Ice skate","Warmer",23,"Robert Pattison","No","iPhone","Eggs",3,"Soccer","BARCELONA ","Frog legs","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday"
4084,"Shrimp","Blue and black","Yes, occasionally","Snake","Chocolate","Right-handed","Yes, I believe so","","Cooler",50,"Patrick Star","Yes","Android","Coffee",5,"","","","Yes, one or two","No","Odd","Thursday"
6288,"boba tea","Blue and black","Yes, occasionally","tiger","Chocolate","Right-handed","Yes, and I have","","Cooler",13,"Daniel Day louis","Yes","iPhone","",4,"American Football, Basketball","Dallas Mavericks","","Yes, one or two","Yes","Odd","Tuesday"
5217,"Sushi","Blue and black","Yes, constantly","Cat","Vanilla","Right-handed","Yes, and I have","Ride a horse","Cooler",50,"Jamie Fox","Yes","iPhone","Cilantro",3,"American Football","","Durian","Yes, one or two","No","Odd","Tuesday"
8330,"Macaroni and Cheese","Blue and black","Yes, occasionally","Walrus","Chocolate","Right-handed","Not 100% sure","Solve a Rubik's cube","Warmer",73,"Zac Efron","Yes","iPhone","Tomatoes",3,"","","","Yes, one or two","No","Even","Thursday"
4736,"Candy","Blue and black","I'm not sure what things you mean","Polar Bear","Vanilla","Right-handed","Yes, I believe so","Juggle","Warmer",76,"Chris Evans","Yes","iPhone","Chocolate Ice-cream",4,"","","","Yes, most of them","No","Odd","Tuesday"
3691,"Salad","White and gold","Yes, occasionally","Lion","Vanilla","Right-handed","Yes, I believe so","Ice skate","Cooler",4,"Liam Neeson","Yes","iPhone","",1,"","","","No","No","Even","Thursday"
775,"Salmon","Blue and black","Yes, constantly","Dog","Chocolate","Right-handed","Yes, I believe so","Dunk a basketball, Drive a stick shift, Ski","Cooler",7,"Leonardo Decaprio ","Yes","iPhone","Eggs, Tomatoes",3,"American Football, Basketball","Rutgers Scarlet Knights","Frog legs","No","No","Odd","Thursday"
3687,"mac & cheese","White and gold","Yes, occasionally","panda bear","Chocolate","Right-handed","Not 100% sure","","Cooler",97,"leonado dicaprio","Yes","iPhone","Coffee",1,"Cricket","","","No","No, but I'm totally doing that now","Even","Thursday"
3243,"lentils","I don't remember","No","Cat","Vanilla","Right-handed","A what?","Walk on stilts","Warmer",16,"Ben Affleck","Yes","iPhone","Tomatoes",1,"Soccer, Basketball","Al Saad Sports Club","","Yes, most of them","No","Even","Tuesday"
7080,"Pasta","Blue and black","No","Dog","Vanilla","Left-handed","Yes, I believe so","Ice skate","Warmer",23,"Dwayne the rock Johnson ","No","iPhone","Eggs, Tomatoes",3,"","","Snails, Frog legs, Aligator, Durian, Thousand-year-old eggs","Yes, one or two","No, but I'm totally doing that now","Odd","Thursday"
2374,"Hot dogs","Blue and black","Yes, occasionally","Octopus ","Chocolate","Right-handed","Yes, and I have","Ice skate, Ski","Warmer",79,"Daniel Kaluuya","No","Android","",2,"Soccer","PSG","Snails, Natto, Aligator, Durian","Yes, one or two","No","Odd","Thursday"
7472,"Goldfish","White and gold","Yes, occasionally","Guinea Pig","Vanilla","Right-handed","Yes, I believe so","Ice skate","Cooler",69,"Tom Hanks","Yes","Android","",3,"Soccer","","","No","No","Even","Thursday"
3561,"Pizza","Blue and black","Yes, occasionally","Cat","Chocolate","Right-handed","Yes, and I have","Solve a Rubik's cube","Warmer",88,"Brad Pitt","Yes","iPhone","Eggs",2,"American Football","","Durian","No","No","Even","Thursday"
3724,"Sushi","White and gold","No","Cat","Chocolate","Right-handed","Yes, and I have","Solve a Rubik's cube","Warmer",5,"James Bond","Yes","iPhone","Eggs",5,"Basketball, Cricket","Brooklyn Nets","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday"
3079,"Chocolate cake","Blue and black","I'm not sure what things you mean","dog","Vanilla","Right-handed","Yes, I believe so","Ice skate","Cooler",10,"Julia Roberts","Yes","iPhone","Carbonated drinks, Coffee",3,"","","","Yes, one or two","No","Odd","Thursday"
7291,"Sushi","What dress?","I'm not sure what things you mean","Horse","Chocolate","Right-handed","Yes, I believe so","Drive a stick shift","Cooler",15,"Megan Fox ","Yes","iPhone","Tomatoes",3,"American Football","New York Giants","","Yes, most of them","No","Even","Thursday"
4462,"seafood","A color combination not listed here","Yes, occasionally","zebra","Chocolate","Right-handed","Yes, and I have","Drive a stick shift, Walk on stilts","Warmer",27,"Matt Damon","Yes","iPhone","Cilantro",4,"Soccer","Arsenal","Thousand-year-old eggs","Yes, one or two","No","Odd","Thursday"
3486,"Pasta","Blue and black","Yes, occasionally","Cat","Vanilla","Right-handed","Yes, I believe so","Solve a Rubik's cube","Warmer",42,"Chris Pratt","What?","Android","Chocolate Ice-cream",4,"","","","Yes, most of them","No","Even","Tuesday"
3117,"hot dog","White and gold","Yes, occasionally","tiger","Vanilla","Right-handed","Yes, and I have","Ride a horse, Drive a stick shift, Ice skate","Cooler",21,"jennifer gardner","Yes","iPhone","",1,"American Football, Soccer","Real Madrid","Frog legs","No","Yes","Odd","Tuesday"
4365,"chocolate","Blue and black","I'm not sure what things you mean","giraffe","Vanilla","Right-handed","Not 100% sure","","Warmer",1,"margot robbie","Yes","iPhone","Chocolate Ice-cream",1,"American Football, Basketball","chicago bulls","","No","No","Even","Tuesday"
5654,"pizza","A color combination not listed here","Yes, constantly","lion","Chocolate","Right-handed","Yes, I believe so","Ride a horse, Ice skate, Ski","Warmer",50,"Vin Diesel","Yes","iPhone","Tomatoes",5,"Basketball","golden state warriors ","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday"
3621,"Cheese","Blue and black","I'm not sure what things you mean","Dog","Chocolate","Right-handed","Not 100% sure","Ride a horse","Warmer",50,"Jim Carrey","Yes","iPhone","Cilantro",5,"","","Frog legs","Yes, one or two","No","Even","Thursday"
5669,"Eggs","White and gold","Yes, occasionally","Cheetah","Vanilla","Right-handed","Not 100% sure","Ice skate","Warmer",56,"Kevin Hart","Yes","Android","Eggs, Carbonated drinks, Tomatoes",4,"","Philly Eagles","","Yes, most of them","No","Odd","Tuesday"
7218,"broccolli","Blue and black","Yes, occasionally","shark","Chocolate","Right-handed","Yes, I believe so","Dunk a basketball, Ride a horse, Drive a stick shift, Solve a Rubik's cube, Ice skate, Ski, Juggle, Walk on stilts","",33,"Song Joong-Ki","No","iPhone","Eggs, Tomatoes",3,"Soccer, Basketball","FC Barcelona","","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday"
8471,"cheesecake ","Blue and black","Yes, occasionally","Dog","Chocolate","Left-handed","Yes, I believe so","Dunk a basketball, Solve a Rubik's cube","Cooler",4,"","Yes","iPhone","Eggs",1,"","","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday"
5092,"Salmon","Blue and black","Yes, constantly","Dinosaur ","Chocolate","Right-handed","Yes, and I have","","Cooler",1,"James Franco","No","iPhone","Eggs, Chocolate Ice-cream, Cilantro, Coffee, Tomatoes, Yogurt",1,"Basketball","Lakers","Frog legs, Durian","Yes, one or two","Yes","Odd","Thursday"
2499,"Chocolate","Blue and black","I'm not sure what things you mean","Cat","Vanilla","Right-handed","Yes, and I have","Ride a horse, Ice skate, Ski","Warmer",88,"Timothee Chalamet","Yes","iPhone","",2,"","","Snails, Frog legs, Aligator, Durian, Thousand-year-old eggs","No","Yes","Odd","Thursday"
